Id,text,Predicted_Label
Fake_253,inhjethunna nishanth parennathunhjammakku badhakamalla ethonnumthirinjhina,original
Fake_254,സതയതതൽ തരവതര വളര ഇഷടപടട ആയരനന ഇപപൾ കരങങനറ കയല പമല,original
Fake_255,നങങൾകകനന പരകഷണതതന തയയറകതതത കതതക മരനന കമപനകകര സഹയകകൻ,Fake
Fake_256,thi like zombi land,Fake
Fake_257,bil blind china,Fake
Fake_258,chinayepanjikittukood,original
Fake_259,കരണ ഭതൻ കററകൾ ഉടൻ എതത,original
Fake_260,ഇനന പർടട ലകമങങ സഭചട കരണഭഥൻ പണറയ വജയൻ എനന സഖവ തനന പടചച റബബ poli,original
Fake_261,ലകസമധന ഉണട ഉണടവൻ അതന കഴയടട ഇതൽ നനന പഠചച,Fake
Fake_262,abdu samad pookottoornu covid protocol ലഘന then whi not for these guyz,Fake
Fake_263,best nadu,original
Fake_264,super appaa,original
Fake_265,എനതയല വടട ചയയത വജയപപചച ആളകൾകക അഭമനകക,original
Fake_266,മതരമലല ഇററലയലണ തടങങയതനന ഇററലയൻ ഡകടർ പരസതവചചടടണട coronaviru strang pneumonia see lombardi novemb lead italian doctor say viru be circul befor awar the outbreak china giusepp remuzzi director mario negri institut for pharmacolog research,Fake
Fake_267,ഇതല നലലത സകകകൾകക നരനനരനന തറനനതയരനന കരള സമഹ തതനറ മഖതത നറകൾ,Fake
Fake_268,evan markku poyi chathood,Fake
Fake_269,പർടട സമമളനങങളൽ കവഡ വരലല എനന മഖയൻ പണനറ,original
Fake_270,vivaravum illa velliyazhachayum illatha parti,original
Fake_271,excel,Fake
Fake_272,ആടടനനവന നയയൻ ആകകയൽ ഇങങന ഇരകക,original
Fake_273,ഇതൽ panghaduthavar covid വനന കടകകണ അപപൾ പഠകക,Fake
Fake_274,ഇപപൾ നമമളട കടടകര മബൽ എലലവരട കൺടകട ചയയൻ ഉളള മഡയററർ,Fake
Fake_275,pleas news thousand wait for day with out fear and love walk mask,Fake
Fake_276,വർതത വയകകനന അരൻറ അമമയകക ഭരനത വനനൽ ചകൽസ ഇലല നൻറ തളളയകക അവസന മഹനൻ വദയ വടകകഞചര ചകൽസകകണ ഒനന,Fake
Fake_277,നങങൾ പടകകണട മതരവ ചണക വടയ ഉണടലല പരധരധകകൻ,Fake
Fake_278,തരവതര കളകകൻ പർടട സമമളന നടതതനന,original
Fake_279,verum nariya baranam churikki paranj veetil pattikku adupilumavam,original
Fake_280,kumbhmelail ulla corona deshiyya coronayyanne,Fake
Fake_281,keralathiley kammi kunhung delhiyley vivaramonnum arinhillennu thonnunnu onninem kanunnilla,original
Fake_282,ജർജജ വടകകടനറ വകകകൾ വളരയർതഥവതതണ,Fake
Fake_283,ഇലലതത രഗതതന വണടതത വകസൻ,Fake
Fake_284,മധയമരഗതത റസററങ അർജ,original
Fake_285,realli great,Fake
Fake_286,ഇവരയകക വണട അധകരതതൽ കററയ മലയളകൾ പളയണഇനയ പരതകഷകകനന,original
Fake_287,അവർകക അവരട അവർ എനതമവ,Fake
Fake_288,nammada nattil evida kantath vidheshathuninnum irakumathicheyithathalea avidea lockdown ennu paranjittum anusarikathea nadanavarellam irangi varuthiyathalea,Fake
Fake_289,രജയങങളകക അവര നരടൻ ശകത ഇലല എങകൽ മണടരത സവയ കടത നകകക,Fake
Fake_290,adipoli vaaa povaam,original
Fake_291,ivar okk enna parayanaa nammal thann all jayippiche anubhavikanmmm,Fake
Fake_292,comedi show ayi poyi thiruvathira,original
Fake_293,പരകത മതവ ആരഗയ വതയയ രകയണനമമ രകഷകകനന തതവവ ശകതയ നമമകക രകഷകകനയ വദയയ സമപതത ശകതയമയ തർകക ഭരണതതനയ അമമ മകകൾ തതവമയ സകത സസകത ഭരതതതനറ തതവയ വശവ രകഷയണ ദവതതന സഷടകകനന മതതവ ഇവടയ പജയ ഭകതയ ഇവടയണ എലല ശഭവനദന,Fake
Fake_294,thi buffoon kaalakathykkali veri bad amidst martyr comrad deeraj death wonder note that what happen the parti hand cultureless senseless group cruel and should not repeat anyway societi could have rememb today with thank money spent for same be provid food poor name paavam some blind illeter nonsens sit top govern now ridicul shame sorri,Fake
Fake_295,ആദയ നങങളട ആൾകകര നനനകക കലസസ അവർകകകടട,Fake
Fake_296,not correct china now face financi problem their larg construct compani big troubl,Fake
Fake_297,onnupodo,original
Fake_298,മതത കടയലധക ആൾകകര കരളതതലളള അപപള പരമണ,Fake
Fake_299,എനതകക കണടല കടടല പഠകകതത ജനങങൾ മറയരകകനന,original
Fake_300,ചനയ തകർകകൻ ശരമചചവർ ഇപപൾ അനഭവകകനന കവസ കരളതതൽ ഇതരയതക കടനന എനത ഗജറതതല യയയല ഇതരയദക വർദധകകനനലല,Fake
Fake_301,ഹഉതതര കറയയൽ എതര കടകകണകകനളകൾകക,Fake
Fake_302,ശസതര കടതൽ ഉളള കമമയണസററ ചനയല ഇററലയല ഏററവ മരചച,Fake
Fake_303,വയലറഴത ഇതപല,original
Fake_304,parayunnath onn cheyuunath veronn nalla best coordin,Fake
Fake_305,അധകരതതൽ എതതകകഴയമപൾ എലലവര ഇതരതയൽ തനനയണ പർടടയട പരകളൽ മതരമ മററമളളകലഹരണപപടട ആദർശങങളട പരൽ ഇപപഴ പവപപടടവരട ഊററനനപരസഗവ പരവർതതയമയ ബനധമലലതത ഇവരൽനനന നലല കരയങങൾ പരതകഷചചങകൽ ജനതതനറ തററണജനതതനറ മതര,original
Fake_306,rakthasakshiy kittiyathint akhoshamano,original
Fake_307,സജൻ sir ഉളളത പറയ മതമയല മറനടൻ ചനൽ ഉയര,Fake
Fake_308,കതതമപൾ വടടക കറണ വരമപൾ തരവതര കളകകക,original
Fake_309,kollam super,original
Fake_310,ചനയ നശപപകകണ പടടകൾ,Fake
Fake_311,deltaum ind omicronum educ illatha partyum kure shavamgalum,original
Fake_312,വജയന ബരകകലലതത ഭരണവ,original
Fake_313,ചനയണ ഇതനറ ഉതതരവദwho തലവൻ tredrou adhanom കടടകകടപപകരൻഇനതയയയ വളർനന വരനന മററ രജയങങളയ തകർകകൻ വണട തനനയണ ചയതതസതയ പറഞഞത കണടണ ടരപന അധകര നഷടമയത ശസതരജഞര മധയമങങള ടകനളജ ഭമനമര അദദഹതത കമളയകക ചതരകരചചഅങങന നഷടമയലക നയനതരകകനനത,Fake
Fake_314,ആശന അടപപല,original
Fake_315,ചനയട വളര തനതര പരമയ ഇടപടലണ നടതതനനത ആദയ സവനത നടടൽ പരകഷണ നടതതകയ വജയകകകയ മററളളവർകക സശയമലലതവകയമയയ അമരകകയയ യറപപനയ തകർതതൽ അവർകക ഭരകക പരവചന പറഞഞടടണട അവസനകകല കണണ ഇറങങയവർ ഭരകകമനന അതലകകളള മനനരകകമണത,Fake
Fake_316,എനക ഒനന പരശനമ അലല,original
Fake_317,one world order,Fake
Fake_318,ദരനതങങൾ ഒനനന പറക ഒനന നനനല കററ കടതത ഭരണ തടര,original
Fake_319,ഊമപയ രജയ,Fake
Fake_320,കരണവനമർകക അടപപല തറdhe eppo,original
Fake_321,തവരവദകൾ പരതതനന,Fake
Fake_322,ജരമമനകരന ജതന എഴതയണടകകയ കമമയണസവമയ യതര പലബനധവമലലത ജതനറ പരടടയട പരല അറയപടനന വടകക മലബറല തയയന നമപയര കവല തയയ കളളകടതത മയകകമരനന കചചവടവ പരവ നടതത കടകള സമപദകകനന പരടടയണ കരള കമമയണസ,original
Fake_323,avastta,original
Fake_324,തരവതരയൽ അലല ആയരകക വലയ പജയ വണപയതരകക,Fake
Fake_325,വണകക വലല പണയ നകകനനത നലലത,Fake
Fake_326,chankil china,Fake
Fake_327,where state health minist whether she aliv not asham your parti congress useless meant for noth,Fake
Fake_328,പലയണ കടട,Fake
Fake_329,എനത ചയയ ചകക ചയയലല ചനകക സപപർടട ചയയൻ രജയങങളണടവ മതരമലല ഐകയരഷടര സഭയൽ കടപപയലര തകകത ശസന അതരയളള അവർ വണടമതതനന ഏഷയനററന ചയയനനതകക മനപപർവ അറഞഞണട ചയതടട പനന മപപ,Fake
Fake_330,നണമലല ഇവർകക പറയനനത ഒനന ചയനനത മററനന,original
Fake_331,they have the antidot,Fake
Fake_332,ഒനന പറയണലല അനഭവകകക തനനപത കഴതകകളണ എനനലല വപപ,original
Fake_333,ലകക ഇടട അകതത ഇരതതൻ നകകണട കലല ഞങങൾ കടട കൾകകലല,original
Fake_334,the eye dark,Fake
Fake_335,അറവ enna film ഇതമയ നലല ബധമണടലല അതല വലലൻ തനന all,Fake
Fake_336,covid thiruvathira mela kashtam,original
Fake_337,സജൻ പറഞഞത നടകകടട കഴഞഞൽ ചണക വറസകൻ സതയതയണട,Fake
Fake_338,prasangam allath pravarthi illa,Fake
Fake_339,who ഫണട ചയയനന,Fake
Fake_340,ഇരടട ചങകൻ ഇങങന ഒകക പവങങളട മഖയൻ ഇതണ നലല സനദശ പരവസ എലലര കതര കറനനത കടടതതനട മതര പനന ആരഗയ മനതര elllathinum quotസപപർ quot മഖയന കരള ഹപപ ഭഗയതതന കരളതതൽ അലല ജവകകനനത,original
Fake_341,വനശതതനറയ ഭകരതയടയ മതകകർകക എനത കറണ,Fake
Fake_342,vaccin safe then whi govern not readi give compens for futur side effect,Fake
Fake_343,മറവദയൻ മരണങകൽ അവരട വലലവള ഏററടതതഅവർ കടകകടട അതടഅവസന കകമലല എലല,Fake
Fake_344,adipoli,original
Fake_345,പലൻ തനനയണ ദരഹത ഉണട,Fake
Fake_346,ചനയൽ നനനണലല ആദയ തടങങയത but ഇപപ,Fake
Fake_347,enthaa cheyyukaanubhavikkuka,original
Fake_348,it high time the pass resolut against dragon isol china and save human,Fake
Fake_349,thank you doctor,Fake
Fake_350,america wuhan lab bombittu champalakkanam,Fake
Fake_351,കറണ അതഗഭരമയ ഘടട വരവൽകകനന cpm ഗവർമനറ മണടൻ മധരസബ,original
Fake_352,ഉതപനനങങൾ ബഹഷകരകകക,Fake
Fake_353,പണറയ സവയ പങങ എനന പറഞഞകകരത,original
Fake_354,തരവതര നടതതയടട കറണ കറഞഞലലങകൽ ഒപപന ഒനന പരകഷചചല മർഗഗ കളയ പരകഷകകവനനതണ,original
Fake_355,aar ingan cheythath anelumnaamokk etr budhimuttunnundenno,original
Fake_356,varendannu paranju kaanum viru ilibhyanaaayi,Fake
Fake_357,ഇപപൾ ലകതതല ഏററവ സകരമക വറസ ലടവദയനണഇവന എതരയ പടടനന ഏതങകല കവഡ രഗയകട ഒററദവസ മതര മതഒനന കഴയൻ അനവദകകആരഗയമനതരയടളള അപകഷയണഇവനഈ വറസന മലയളകകരയൽനനന രകഷകക,Fake
Fake_358,കളള,original
Fake_359,ഓഗസററ ഇനതയകക സവതനതരയ കടട എനന പറയനന ഇവട കരളതതൽ ജനചചതകണട ആണനനറയലല അങങന തനനനനലല,Fake
Fake_360,പടടൻ,original
Fake_361,യതര ദരദദശവ ഇലലങകൽ പനന എനതകണട നരതത wuhan lock ചയത ലകതത അറയചചലല മകകൾ കമമയണസററ ഭരനതനമർ,Fake
Fake_362,മനഷയന സരള ഹദയനയ സഷടചച എനനല അവനറ സങകരണപരശനങങള തനന സഷടയണ ബബൾ,Fake
Fake_363,ചരചച കണട കഴതത അറകകനന നകകകക യദധ ഉണടൽ തകർനന അടഞഞരകകഇത ചനയട,Fake
Fake_364,asianetil oru good program content creator present need,original
Fake_365,നരധകകമയരനന,original
Fake_366,കറണ പയല തടട തണടയ ജവകവണട എനനങട തരമനകയ,Fake
Fake_367,china uyir,Fake
Fake_368,sare britton vartha akkiyal ollathu parayukayoullu elect covid mela nadannapol thankal onnum mindath erunnu eppol botham vanno,Fake
Fake_369,patti narik ellam thudagivachitt china ninnu thudachubnikkum ennumatturavakkayalloooeni nigalkku enthum avvalloo,original
Fake_370,ഇപപൾ എലലവർകക പടമറ വരനന,Fake
Fake_371,paranariyepedichittaomikronkoronaavidekkkukadakkathathu chennalkadakkupurathuennukelkkandayennukaruthiyanupokathathupolekathipathikkendumakamallo,original
Fake_372,chinay veruth vidaruth,Fake
Fake_373,omicron it great privileg work with the kerala govern veri happi for thi deserv welcom thank you,Fake
Fake_374,ജഹദ,Fake
Fake_375,viru incub china ottapeduthanamthey kill million and blame natur,Fake
Fake_376,cpm thann parupadi kal ellam cheyunnath jannangal viddikallakkiyath nirthathayilla nadinnapathannu ulla ellarum sampannarayil adipidi kku poya kurachuthandik mathram vayinookki nadakkunnu share ittu kallukudikkan,original
Fake_377,തരവതരഭഗവൻറ പറനനളണ തരവതരതരവതര അലല കകടടകകളകരളതതല ജനങങള മഴവൻ വഷമപപചചടടണട ആഘഷ,original
Fake_378,എനതയല പയകകടടയലല,original
Fake_379,all be doctor nowpeopl know about covid nowthey protectionmaskayuved treatment methodremidi give instructionsand guidelin noth worrybut lockdown and some panic here,Fake
Fake_380,ini onnum cheyathirinalmathi munn paranjathu pinarayi divasam corontain aaki,original
Fake_381,,original
Fake_382,നടടകരട ജവൻ പയൽ മഞഞരമയകകനതലലഫസറകര ഗററസമകക എതര തനന,Fake
Fake_383,ചനയല കറയയല എങങനയണ കറണ പടരനനത വനനവര അപപപൾ കനനകളയകയലല,Fake
Fake_384,china devil,Fake
Fake_385,അകല പലചചളള തരവതര ആയരനന,original
Fake_386,സപപർ എഡററങങ അവതരണ,original
Fake_387,seem realist analysi after long time sinc covid be report first,Fake
Fake_388,quotഎനറ എനറ ഫഗർ quot എനന തരതതൽ അനയയകളകണട സതത പടയകകനനത കണടടടഉതതര കറയയയ quotകമമനയquot ഓർതതപയ വഴതതപപടടവനയ അടതത പർടട കൺഗരസ പരഖയപകക,original
Fake_389,പരവസകൾ നടനറ നടടലലണനടടൽ വലല സഹയവ വണട വനനൽ മതര,original
Fake_390,china indiak ethir preyogikan vendi america yude kayyil ninnu medicha viru aanu ith bombukalilum matum upeyogikan ath buhanil labil soikshichirunn but enganeyo chaadipoyi ennanu coronay pati adyamokk precharichirunnath manushya nirmithamaya anennum pareyunnu ethratholam sathyam anennu ariyilla,Fake
Fake_391,രഷടരയകർ അങങന അതന പകനന ജനങങള തലലണടത,Fake
Fake_392,കരണവനമർകക അടപപല ഞങങളട പർടട കരള പറമപ ആളകൾ ithineyaanu nammal thenditharam ennu parayuynnathu bhoo,original
Fake_393,തററ ചയതല തനനയണ,Fake
Fake_394,എനത നമമളൽ ചയയൻ കഴയ എനന ചനതകകനനത നലലത,Fake
Fake_395,എനത പറയ ഒനന പറഞഞടട കരയമലല ഉളപപലലതത ജനതകകൾ,original
Fake_396,തററ ഉണടൽ തരതത പകഷ മടകക മററളളവര പററപപകകലണ എങകൽ അവരട ബദധയ പരശസകകക ഒരൾ നമമള സവധനചച രതയ പരഗഗചച നമകകളളതന കകകൽ ആകകയൽ ആരണ മടകകൻ ചതകക പടടവൻ ചതചച വങങയവൻ ഇങങന മററ ളളവര തനറ വർപപകകനന കമള കമൻ ഒനന ചനതകക ആർകക പററ ഇവട ബദധ ഉളളവൻ,Fake
Fake_397,നമചച പനന ഇങങന പളചചടകകണ,original
Fake_398,പണറയ ഭഗവന ഭഗവതയ നമമള രകഷകക,original
Fake_399,great depress come,Fake
Fake_400,thudarbaranam viddittham aayi,Fake
Fake_401,ban china,Fake
Fake_402,തരവതര എനന കലരപതത ഇങങന തയതൻ പടലലയരനന,original
Fake_403,oru nanakkedum ella eniyum nadakkattea kumbha melam jai mahadeva,Fake
Fake_404,aaahaa,original
Fake_405,true,Fake
Fake_406,എലല ജലലകളല തരവതര സഘടപപക അപപൾ കറണയക സകരയ ആയരകക,original
Fake_407,നങങൾ പറഞഞതനട യജകകനന ഇവട ദബയ അതനര ബസററ ഉദഹരണമണ ആളകള എഫകററഡ പകഷ കടതല മസതതനളളൽ ബദധമടട ഇലലത റകകവർ ആകനന ഉൾപപട,Fake
Fake_408,മഴവൻ അവമരട കൽകകൽ ചലലൻ വണട,Fake
Fake_409,ടരൾ,original
Fake_410,ഇരടട ചങകൻ ഇങങന ഒകക പവങങളട മഖയൻ ഇതണ നലല സനദശ പരവസ എലലര കതര കറനനത കടടതതനട മതര പനന ആരഗയ മനതര elllathinum സപപർ മഖയന കരള ഹപപ ഭഗയതതന കരളതതൽ അലല ജവകകനനത,original
Fake_411,ദരഹതയട പടടകയൽ അവൻ ഇതനറ സതരധരൻ,original
Fake_412,thi not thiruvaathira new gen pinuvathira,Fake
Fake_413,absolut right about makkah pilgrimവവകമലലതത ഭരണധകരകൾ ഭരകകമപൾ കഭമളയകക നടകക,Fake
Fake_414,anthada thayoli kumba mela nanakedum thableek rajyadrohavum aakumnnath,Fake
Fake_415,evarkok corona pidich kudumbathil elavarku pidikul,Fake
Fake_416,ithujanasangiakurakkanvendinirmicjathanooallathenthuparayan,original
Fake_417,ഷജൻ സകകറയ സലബരററയണ സരഷന നലലര മധയമ പരവർതതകനണ,Fake
Fake_418,ulupp illatha sarkar,original
Fake_419,epoyengilum saajan makkayud nanma paranjallo good kuodut padik eniyum parayaam,Fake
Fake_420,തബലകകർ മർകസനറ അകതത തനനയയരനന അവർ പറതത എവടയ പയടടലല കവഡ പടർതതയടടമലല കടത വദതത തളളയരകകനന ഇപപഴ നനറ വർഗയ തപപകയണ,Fake
Fake_421,note thegel thabalegu,original
Fake_422,ചനസ പരഡകററ ഉപയഗകകരതനന ഷവമ ഫണൽ നനന കമനറ ഇടനനവരട ഒകക അവസഥ,Fake
Fake_423,bcg vaccin,Fake
Fake_424,para nari cpm parti vijayan bulshit,original
Fake_425,doctor can speak onli support vaccin not will face difficulti,Fake
Fake_426,എനത പറയ ഇതനകക എഡററ പളചചഎടപപൾ പലതരവതര തരവനനതപര കരളതതല മനതരമരണ മതക,original
Fake_427,parti paruvadikk corona marinilkumm,original
Fake_428,alpant oro samaasha,original
Fake_429,എപപഴണവ വണട തരവതര ഒനന പങകടകകനണ രസലല കവഡനറ ടൻഷൻ കടടമലല,original
Fake_430,വണകക വലല പണയ നകകനനത നലലത,Fake
Fake_431,cpm സമമളനങങൽ കഴയനന സഹചരയതതൽ ഏകദശ കഴയമപൾമതർനന നതവ ഭരണതതൽ ഉളള ആളവ ഇലലതത,original
Fake_432,ൻപററതതഅവസഥ,original
Fake_433,പരശദധമണ കവഡ രഗയ ഗഗയൽ കളചചൽ മകതമക കർണവലൽ തണയലലത നടകക അമരകകയല വഴയരതത രതകരഡകൾ കഭമളകക എതതനന നഗനസനയസമർ തണയടതത വരണഭസമതതൽ മങങ കളചച വരനന സനയസമര വറസകൾകക ഭയമണ സനനയസമർ ആരതനന വനന മരകകകയമലലഈ അതഭത കണട ഞടട,Fake
Fake_434,thank,Fake
Fake_435,കഴയമപൾ ചനയ എലല രജയങങള പഞഞകകട,Fake
Fake_436,തരവതര എലല,original
Fake_437,മറനടൻ ഇകകരയ വലയതതൽ വർതത ആകകക ലകരജയങങൾ ശരദധകകടട ഉതപനനങങൾ ചനകക വളയൽ വരരത,Fake
Fake_438,അപപൾ ഗൾഫ നടകളൽ കടതലണ കറണ നശകകണടതലല പനന എനത മരണ കടതൽ അലല,Fake
Fake_439,thi predict santhosh sir kaliyuga jyothisham now it the name america,Fake
Fake_440,എനത പറഞഞടട കരയമലല ജനങങള രകഷകകൻ നകക,Fake
Fake_441,cpmlpjayarajanuorunithipinnarayikkuverorunithiyo,original
Fake_442,good speach,Fake
Fake_443,കറണയകള വലയ വറസ ഇവട ഉണട,Fake
Fake_444,മലയളകൾ സവർതഥ തലപരയങങൾകക തകക കടകകനന കണടണലല തരവതര കളകകൻ കടടയത,original
Fake_445,viru avar kandupidichenkil marunnum kayyil kanum kure ennam chathottenn vekkum athu avarud rajyathanelm mattulla rajyangalilanelm avarkkonnumilla poy kazhiyumbol marunn kandupdchu ennu paranjini varuonna ariyendath cubayud marunnundo ennum samsayikkam,Fake
Fake_446,കരണഭത പണറയ വജയൻ പളചച,original
Fake_447,നടടലല ഉളള ചനൽ ആണങകൽ ഇനനല കരള ഗവണമനറ കഴൽ ബർഡ ആയരതതള വരനന ആളകള വചച നടതതയ പരപടയ ഒനന വമർശകക നങങള സപരഷണ ചയതതലല ആയര എനന കണകക പറഞഞതത നങങളട റപപർടട ആണടട എനതയല പരപടയൽ ഉളളതനകകൾ കടയടടണട തരവതരകക ചറയ അകല ഉണടയരനന ഇവട തടടരമമയണ നനനത നടതതനന എലല പരപടകള വമർശകകനനത അലല മനയത സലകററവ ആവനനത ശരയലലല,Fake
Fake_448,വഡയ ഡലററ ചയയ കണമപൾ സങകട വരനന സതരകൾ കരയ മറയത ഉണണ എനന ചനതചചണടയരകക,original
Fake_449,arogya mantri undo area aaaaa,original
Fake_450,കഷട,original
Fake_451,വവര ലലങകൽ മണടതരകക ഷജഹൻ അറയനന കരയ പറഞഞൽ അലല പയഡ നയസ ആണങകൽ ആയകകടട ഇങങനയകകയലല തനകക ജവകകനവ,Fake
Fake_452,maha kallan,original
Fake_453,അധകര കഴച മറകക അനധകരതതലകക നയകക എനകകറയമയരനന അയള വലയ കസരയൽ അണകൾ ഇരതതയപപഴ വഴചയലകക പകമനന,original
Fake_454,മനരമയ സമമതചച ആയടട ആളകള ഇതൽ കടതൽ പരതകഷകകനനലല,Fake
Fake_455,മസക കടട വരനനവര വവര ഇലലതതവർ എനനലലത എനത പറയൻ,original
Fake_456,അങങന വരടട,Fake
Fake_457,അറയ,Fake
Fake_458,നമമട കഞഞനജൻ ധരജന ആദരഞജലകൾ udf തലയടട ചമമതയലല കൺഗരസന മലയളകൾ തടർചചയയ തൽപപകകനനത ജനങങളകക നനദ,original
Fake_459,എങകൽ അവർ കലയർ ചയത എനന പരഖയപകകമഇരകളയ അഭനയകകലല അലലങകൽ മഴവൻ അവര സശയകകലല,Fake
Fake_460,എവടനന വനന എങങന പനന,original
Fake_461,വളര വയകതമണ സമനയ ബദധയളള എലല മനഷയന മനസസൽ ആകനന കരയ അതകണടണ പറതതറയചച ഡകടറ മധയമ പരവർതതകന മരണ പടടത ചനയടത അലല രഗകരണ എങകൽ എനതന മറചചവചച മററളളവർകക പകർനനകടതത രഹസയ ആയധ അവർ കഴടകക ചനയല പതത ഇരപത ജനങങളൽ ഒതങങണട ചനയ ഭയപപടട പറയനനലല അമരകക ഭയനന അവര തളർനന രജയതത എതത പടടളകകർ സഗത ഈസയയ പടചചടകക,Fake
Fake_462,piti those call ladi eulogis rakshasa like our hiranyasha epic marxist parti have stoop down the level idol individu and lick leader chappal just for some favor free kit ornament public sector job will anyth despic incorrig social wast,Fake
Fake_463,ഇതരയ ഉളപപമലലത വരഗഗ ബദധ വവരവ ഉളള ഒരതതന പരടടയല ഇലലലല,original
Fake_464,ഇതതവണ ഇവററള ജയപപചച വപലവസഗങങളകക അഭവദയങങളനനനയയളളമലയള ചററകള പഠകകണ,original
Fake_465,കരണഭത,original
Fake_466,കപപൻ സനമ,Fake
Fake_467,evanayokka kallariyanam health minist have limit pinarayi thanna ellaam,original
Fake_468,pani edukatha thozhil urappukaru pension kodupukaru plastic thodatha hridhakarmakaru ward nokatha member maru asha worker mari angan sagala marxist recruit karum thiruvathira kalichonam paiyan marichathil paduppu mudikitundallo haa athu mathi enavum,original
Fake_469,കമമഷൻ വജയൻ ഭരകകമപൾ ഇതലല ഇതനപപറവ സഭവകക,original
Fake_470,entha chykaa minnal murali shakthi enik dayvam tannirunengil ennu agrahikkunu,Fake
Fake_471,തരവതര കളചചവർകക നടതതയവർകക കതരവടടതതലകകളള പസസ കടകകണ,original
Fake_472,all the bst china and nighalkku athu saadikatt god bless you,Fake
Fake_473,നമമളവട വർതത കണനന നരതത അവനമർ കലല കഴഞഞ ഇറങങൻ പകനന വറസനറ പരയലയരകക,Fake
Fake_474,സരയനന,original
Fake_475,ഇനതയകകർ ചനസ സധനവ ഉപയഗകകരത,Fake
Fake_476,anu bomb ittu china illathakkenam,Fake
Fake_477,assaanu adupoilum aavaam,original
Fake_478,pravasik ano koronakkar,original
Fake_479,കയൻസർ ബധതനയ പരപചച വയസസളള ഉമമൻ ചണടകക കറണ പടപടട മയര സഭവചചലല പലവധ അസഖങങൾ ഉളള വജയൻമഖയമനതരകക കറണയകക ചകനനനനവര കലലൻ മതരമ കഴയ നങങൾ ചർതതകകടതതരകകനന കലപരവഷ കടടൽ സകഷൽ നടങങ ഇതനന പറകകലല മകകള ഇലലതത രഗതതന മനഷയന പടപപചച കചചവട നടതത ഉണടകകനന എലലവന ഓർതത അതനന നൻറയനന കടബതതന ഉതകലല നൻറയകക തലമറ ദരനതശപതരയൽ തനനയയരകക,Fake
Fake_480,അതഭദ,original
Fake_481,എങകൽ usa ഉടൻ തനന covid എനതയല മററരജയങങൾ കടട,Fake
Fake_482,സപഎ മഴവൻ കമഡ ആണലല ഇപപ,original
Fake_483,ഒരൾ ഒരകകലലല മരകക,Fake
Fake_484,sir china long,Fake
Fake_485,പണറയയട തരവതര യകകൾ നലലത മഡയട പതര കടടൽ ആയരനന,original
Fake_486,നശചച രജയ തലയടട,Fake
Fake_487,അങങനയങകൽ world war പരതകഷചച,Fake
Fake_488,സവനത കരയ സനദബദ,Fake
Fake_489,ethinokk paranju vidunna veetukkar paranj mathi oru jathi bhodham illa team aanello full,original
Fake_490,രഷടരങങൾ ഒനനചചനനനല ചനയ ചയയൻ നങങൾകക കഴയലലവടവയതതരങങൾ പറഞഞ വറത ആളവക,Fake
Fake_491,ethinu eragi thirikkunna pennugalea ntho parayana,original
Fake_492,വഷമ വരബൾ,original
Fake_493,peopl will immun corona slowli and disappear,Fake
Fake_494,sad see tradit use for polit campaign,Fake
Fake_495,hello marunadan stori the sacrific indian soldier wwi and wwii today dday remembr global where alli land beach normandi fought for british both world war without may have lose nobodi rememb particip there be memori britain india request you show find ani survivor who still around give chanc celebr our own,Fake
Fake_496,corona jesu oddikkum,Fake
Fake_497,njngal kalakaramar show cheyan covid protoc nikki anumathii chidhicha tharula ingalkku enthum avam preshnam ella,original
Fake_498,manushyn thenn kollunnu,original
Fake_499,ലകതതൽ ഏററവ നലല മനസൺ പണറയ bijyan,original
Fake_500,അനഭവചച എലലവര എടതത തലയൽ ഇരതതയത അലല വണട അപപ ഇതലല ഇതല വലത കടടണ,Fake
Fake_501,നണവ മനവമലലതത സപഎ ശവങങൾ അലലത എനത വശഷണമണ ചററകൾകക നൽകക,original
Fake_502,corona chinayud jaiva ayudhamaanenn nerath samshayam ullatha,Fake
