Id,text,Predicted_Label
Fake_761,nalla role model govern,original
Fake_762,doubt thi evil viru be man make that whi chang variou way chines govern must own what they plan happen the doctor who first confirm viruswher wet meat market easi out for blame then have these kind disgust whole world take fool let other countri investig soil find truthso base report america also provid support financ and mean,Fake
Fake_763,america oru button amarthiy lookha rajiyangh kathi chambalakhumennu pandokhey paranchu keyttu mookin thumbilulla kothukhin adichu kollan kayinchenkhil,Fake
Fake_764,ചനയട ജവയധ കറണ എനന പറയൻ who,Fake
Fake_765,ithano purokamanam saaaaaakal,original
Fake_766,ചഖകകൾകക അടപപല,original
Fake_767,തരവത പതയ vakavedham,Fake
Fake_768,നങങൾ കററ പറയമപൾ രഗയ ചകലസകകന പറയണ അപപൾ അറയല പഠചചത മതര എനന വചരകകരത,Fake
Fake_769,പലസ വരമപൾ തരവതര കളകകഎനനടട സഖവ എനന പറഞൽ മതയലലവടട ചയത എലല കമമകൾകക നലല നമസകകര കററ തടങങ വങങൻ മറകകണട,original
Fake_770,befor you hear what these pimp have say read the factsheet publish compani,Fake
Fake_771,എതര പരമയ പസസ ആകണട വരമ,Fake
Fake_772,ithu manapoorvam anujanangal jagradha,Fake
Fake_773,നണമലല സഖകകളവവരമലലയമ കററമലല,original
Fake_774,avanmarkk endeum avaloo chattakaljanag viddik,original
Fake_775,നശകകടട എലല കഷടട,original
Fake_776,അനന തനനനനവർകക കണടൽ മനസസലവ എനനൽ നശചചല,Fake
Fake_777,പടടമമര ഞങങൾ സഖകകളട ബദധ നങങൾകക ഇലല തരവതര കളചചത എനതന ആണനന അറയ കളകകനന പണണങങൾ എലല വടട ചററ കളകക അവരട കറൻ നൽകകനന കറണ ഇവരട പനനല ശരരതതൽ പരവശകകൻ പററത കറങങ തൽകഷണ മരകക ഒനന,original
Fake_778,കവസന വർഗഗ ഒനന ഇലലനന ഭരണധകരകൾ മനസലകകൻ തമസചച മരചച ഭരണധപൻ നമർകക സഭവകകരത,Fake
Fake_779,the most selfish treacher arrog quarrelsom cantanker bad untrustworthi shameless copi cat and unreli number one backstabb greedi bulli present free world onli chuntri which like have territori disput with ani everi countri share border that what china pardon pleas prove wrong,Fake
Fake_780,father dont know whi child bad,Fake
Fake_781,ഇവന കയററ ഐസലഷൻ വർഡൽ ഇടണ ശലയ തർനന കടട,Fake
Fake_782,എനതകണട,Fake
Fake_783,ഇസറഹൽ തകർനന ചമപലക അമരകക തകർനനൽ തരപപടമവ,Fake
Fake_784,edo anchoreethaan enthina parihasikkunnathu they can not prove then canbefor how insult them,Fake
Fake_785,percentg ആൾകകര അലലരജ ഉളളവരണ,original
Fake_786,മടടൽ കളത വജയൻ അയൾക തണൽ,original
Fake_787,മതതപപന ദവയ എലല ശരയകക,original
Fake_788,രതസകഷയ കടടയപപള ഉണടയ നങങള ആയടട കളഞഞ കളചചലല ചകവ,original
Fake_789,naturopath veri well know about allopathyth utter nonsens suppress and also harm treatment give palli chemic drug modern medicin can not cure ani diseas even viral fever simpl coryza etc becom allerg rhiniti asthma nipah corona the like all these basic come from then,Fake
Fake_790,നറകൾ,original
Fake_791,thank you sir,Fake
Fake_792,രജയങങൾകക ഭകഷണ എനന,original
Fake_793,ഭരകകനനവർകക എനത തണടതതരവ ആവല,original
Fake_794,നമമട ടചചർ ആയരനന,original
Fake_795,ചരചചതലല ഉളളപരതകഷകകത രകതസകഷയ കടടയതലലനമകക തരവതര തനന,original
Fake_796,കവഡ കടതരകകൻ കമമയണസററ ബദധ ഉപയഗകക പർടട സമമളനങങളല പരകഷഭങങളല മററ പങകടകകനനവര കരളതതനറ കണകകടപപൽ നനന ഒഴവകക മയമന അറബകകടലനറ കണകകൽ ഡൽററ ഒമകരൺ എലലററന ഉപര നമകകണട അതയഗരൻ വകബധ സവനത സപഎ,original
Fake_797,allenkilum eppozhum thiruvathirayanallo nadathunnathu,original
Fake_798,ദരനത,original
Fake_799,pinaray prahasanam,original
Fake_800,എനനടടണ ഇവർ പതരതതൽ കടടൻ പറഞഞത പരധനമനതരയ കളയകകയരനന നടടൽ തനനനന പരവസകൾകക മതര വർതരവ risk എടകകനനത പരവസകൾ വരമപൾ,original
Fake_801,ivattakalkkendhumakamallovotu cheyyunnavarkkkilipoyi,original
Fake_802,let pray god,Fake
Fake_803,റനനകകര മതര കററ പറഞഞവർ എനതയ ഇപപൾ ളകൾ കരള മഴവൻ പരതതയപപൾ ആർകക കഴപപമലല,Fake
Fake_804,,original
Fake_805,തരവനനതപരതത മരണതതനറ വയപരകൾ,original
Fake_806,പനന ഞങങളട പർടട സമമളന എലല ഒനന കഴഞഞടട കഴഞഞ ലകക അതന പററ ആലചകക,original
Fake_807,sound kollillalediesi pole,Fake
Fake_808,cpm crimin be rule kerala and they will ani extent such unscrupul activit,Fake
Fake_809,വകസൻ എനതനണ,Fake
Fake_810,തരവതര കളകക ഇടയൽ ശരകനത ജടടയർ മറകകലല,original
Fake_811,മനയമയ ജവകകനനവര മശമയ ചതരകരകകനന പരവണത കടടർകക ഉണട അടകകളകര പണണങങള പരദഷണ എനനണ ഇതന പറയനനത ചയത ജലകകളള വങങ എനനടട ബകക,Fake
Fake_812,ൽകഭമളയകക ലകഷ എനന ഗഗൾ പറയനനത കണട,Fake
Fake_813,appol randarzcha aaluk marichot all,Fake
Fake_814,കറണ വറസന കണടടടലലവനനൽ മയയതതകഅതമതര അറയ,Fake
Fake_815,മററയറപപൻ രജയത തകർകൻ ഈവറസന ഉൺഢകയത,original
Fake_816,അണട,original
Fake_817,next തരഞഞടപപല മകകവറ കപപല മങങ,original
Fake_818,അപപ എലല മകരകൾകക ഹപപ പണവതര,original
Fake_819,stupid malayalam medium keep support the colonist there viru whoever believ about just news channel,Fake
Fake_820,കഷട കരളതതൽ ഇതല വലയ ദരനത വരനലല പരടടകകൾ ആനമടട,original
Fake_821,ഏജജജ,original
Fake_822,എഡററഗ സപപർ,original
Fake_823,കറണയകകൾ നടടന ആപതത കമമയണസററ പർടട,original
Fake_824,വലലതത,original
Fake_825,eduthond poda ool,Fake
Fake_826,മരണതനറ വയപരകൾ,original
Fake_827,എനതര വരധഭസ പറയനനത എനത ചയയനനത,original
Fake_828,മർകകസററ പർടട എനന തഴലളകളട കവഡ കടനതറ എനകക ഓടടവ,original
Fake_829,cpimbjpmodipinaray,original
Fake_830,എലലററന പടചച അകതതടണ,Fake
Fake_831,pedi venda jagratha mathi,original
Fake_832,കലലയണതതനമരണതതനനതരവതരകകഅപപൾ കലലയണതതനന തരവതരയ ഉണടയൽഅത പളചച,original
Fake_833,എനതയല മരണ നശചയ അതറയവനനവർ ആയരകക covid മളയൽ പങകടകകനനതഅവർ എലല ഉപകഷചച പങകടകകനനരകഷ കടടമനന വശവസചച പകനന സതയ ദവതതൽ നനന പരപചചങകൽ,Fake
Fake_834,യകൻ ഇടയലല ചനയൽ ഇപപഴ മരണ കറണ കരണ കണട സഭവചച കണടരകകനന വറത അപവദ പറഞഞണടകകത,Fake
Fake_835,ആതമ വസവസ എലലവരയ രകഷകകടട,Fake
Fake_836,മകകൽ പനകക ഇതരയ,original
Fake_837,like the way present clip and cut past,Fake
Fake_838,സപഎ സമമളനങങൾ എലല കഴഞഞൽ കരള ലകക ആകക ഉറപപണ കഴയൻ കതതരകകകയണ ലവമർ ഇപപ ഉളള ഒകക അതനളള ഇളവ,original
Fake_839,നശപപകകനന പർടട ldf,original
Fake_840,china poorimakk puzhutha thalleyolik,Fake
Fake_841,kashtam thann,original
Fake_842,intern conspiraci use china tool destroy the nation one world govern start with corona agenda,Fake
Fake_843,ബമള കറണ ആയലല ഗഗദവ രകഷകകനനന പറഞഞ മഖയമനതര ഉണടവട,Fake
Fake_844,aduppilum thooram,original
Fake_845,കടത സവമധയ എടകകണ,original
Fake_846,മറനടൻ നങങൾപറഞഞത കറകട കരയമണ വർതത ഇവട നർതതരത എലല ചനലല വരണ ലകമറയണ ഇതന പകരചയയണ plea,Fake
Fake_847,അവർകക ആരയങകല ചകൽസകകൻ അവസര കടതത അവരട വലലവള ഏററടകകവൻ തയയറവണ,Fake
Fake_848,ithrayum adhipadhicha oru partyyi,original
Fake_849,അതനനത എനനതല quot quotപജയതതനറ വലത ഭഗതത എഴതയ മതയലല പണറയ ഇടതലലquot എനന എഴതകകടതതടടണ usa യലകക പകനനത കടടതപണറയയട ഒനന നമപറ തതകലകമയ വലതതടട എനനതലലയളള,original
Fake_850,ഗതകട,original
Fake_851,കറണയയ ലകവസനതതകകറചച വശദധ ബബളൽ വളപടനറ പസതകതതൽ വളര വയകതമയ പറയനനണട കർതതവ പറയനനജഗരതയട ഇരനനളക,original
Fake_852,lokethengum chavattukottayilekk valicherinja parti evd shobikkana,original
Fake_853,ഇവടയളള പവങങള അറയത ജഹദ ബകരർ ചതചചതയരകക ലകതത ചതചച ആരങകല അറഞഞ കണട ഇതന നനന കടകകലലലല,Fake
Fake_854,നലല അവതരണ സജൻ ചടട,original
Fake_855,ഇവർ സതയതതൽ എനത ജവകൾകക ഉണടയതണവ,original
Fake_856,തടങങ ഇനതയ കരള trivandrum vare ethi,Fake
Fake_857,ചനയൽ നനന കചച കരളതതൽ എതതയങകൽ എനതകണട അവട ഒനന ഉണടയലല someth,Fake
Fake_858,veri easi defeat china dont buy ani product from then they revert let messag everyon your circl,Fake
Fake_859,കരയല കടലല പരശനങങളണടകകനനത മനഷയരണ വശദധ ഖർആൻ,original
Fake_860,അങങയട വകകകൾ മനഷയന കളർമഴയവടട തങകസ sir,Fake
Fake_861,ദൽഹ ഭരകകനനവർ എവട എനതടകകവയരനന ഇവർ അറഞഞലല നശചച കടടങങള പരജയമയലല kejri രജയ മടചച നങങട അനസഥ കണട മതര അവര അവട പടടയടക ജനങങൾ രകഷപപടടട,Fake
Fake_862,എലലവര കകകനനണടലല അലല,original
Fake_863,മദജ പതര കടടൻ പറഞഞ വടനളളൽ തമപരന പർടടയ തരവതര കളകകന,original
Fake_864,enth useless vijayaaa,original
Fake_865,thakyou sir,Fake
Fake_866,ഇവട കലയണ നടതത ഒനന കടപപയൽ അപപ പററ തങങ എനന പറഞഞ,original
Fake_867,ചനതയകകനറയതത ചനത ജറമന പലളള കമമയണസററകളണ ഇനന ലകജനതതനറ ശതര,Fake
Fake_868,vidagdar ethiyallo,original
Fake_869,thi woke the unpleas truth how bia be our think mani and still critic tablighi jamaat meet conduct delhi dure begin covid crisi but equal vehement huge crowd gather kumbh,Fake
Fake_870,രകഷകര ശകഷകര ഒരള someth fishyyyy,Fake
Fake_871,പണറയ,original
Fake_872,avaru thann undakki appol athint medecen avarkku ariyam,Fake
Fake_873,പർടട പർടടയണ ഇരടടതതപപ ഔദയഗക നയമയ പരഖയപകകണ,original
Fake_874,ഇവനമരട ഉദദശ നമമട രജയതത തകർകകക എനനത തനന തവരവദകൾ,Fake
Fake_875,and research how china deal with covid they not onli depend morden medicin but also use their tradit chines tackl india valu our knowledg you check germani be promot ayurveda other altern countri along modern,Fake
Fake_876,literaci,original
Fake_877,educ,original
Fake_878,കറണ കചചവട ചനലകർ നനനയ ആഘഷചചepol ആർകക never mind,Fake
Fake_879,നയമങങൾ ഒകക ജനങങൾട നഞചതതയകക മതര ഉളള,original
Fake_880,nalla ombiya song,original
Fake_881,point good,Fake
Fake_882,ഷജൻജ തരഞഞടപപ അടകകമപൾ കറണ പമപ കടകക എനന പലപപഴ പറയറലല ഇനയത ഇലകഷൻ കഴഞഞട വരനമകക ഇതറയമലലഈ സകകടനതനനറയമലലഅതന ഗവഷണമനന അധക ചയയണട,Fake
Fake_883,trump be true,Fake
Fake_884,നനദ നലല പരതകഷ നൽകനന വകകകൾകക,Fake
Fake_885,well present the point,Fake
Fake_886,എങകല പരവസകൾ,original
Fake_887,പറഞഞ കരയങങളലല സഖവ പണറയ വജയനറ കഴവ തനന സമമതചച എനയ അങങന തനനയവടട ഞനര പരവസയണ ദവസതത കറനറന കടയനന ഒഴവകക തരമ എനന പലര തരവതര ഞങങൾ പരവസകൾ എയർപപടടൽ വചച കളകക,original
Fake_888,പണകക പവത ഇരനനല കടബ പടടണ ആയല ഇനയ വടട ചയത കടകക അപപ ശരയക,original
Fake_889,ini aryippu varum veettil vare samoohika akalam paalikkanam paksh njangal roadilirangi thiruvathira nadathum maskum akalavum onnum palikkoolaa ennittu lockdown kalipikum adangi otjungi irunnonamnammudeyokk oro gathikedu,original
Fake_890,chines presid wife work who top post thi onli protect china interest whoor otherwis get all the news from it spi,Fake
Fake_891,അങങന തരവതര എനന മഹകലരപതതയ അപമനചച,original
Fake_892,മനതരയട നർദശ ഒഴകയളളവർകകണ,original
Fake_893,polic marichappol criket kanddi,original
Fake_894,പർണമയ ജകകബ സറന തളളരത നചചറപപത അതഭത സഷടകകനനത കണടടടളളതണ,Fake
Fake_895,അകല പലകകൻ വടട വരചചടടണടതര അപപ പരസപര കയയ അടകകനനതൽ തററലല അലലവടടതതൽ നനനൽ,Fake
Fake_896,oru kayyabatham nattilkarud,original
Fake_897,bodi talk about the peopl gather templ,Fake
Fake_898,ചനയ വശവസകകൻ കളളലല പരമവധ ചനയട പരഡകടകൾ വങങതരകകക,Fake
Fake_899,നതനനടയ ഇതകക,original
Fake_900,നണമലലതത ജനമ പണവതര,original
Fake_901,കമമയണസററ പളഞഞ തടങങ,Fake
Fake_902,avatharanam oru rkhsayumilla ore poli,original
Fake_903,,original
Fake_904,uff ijjaathi,original
Fake_905,achanmaronnum ipo peedppikkly,original
Fake_906,omicron kadakk purath,original
Fake_907,അറവ പറയനനത ശരയ ഇപപ മനസലയ അനന സനമയ പചചചവർ ഇനന പററ പറയനന,Fake
Fake_908,അവട പങകടതതവർ വചച പററ അടകകണ,Fake
Fake_909,jayipichatallea anubhavichoooo,original
Fake_910,pinarayikk adppilum avam,original
Fake_911,കറണ ഇനതയയൽ വനനൽ വരകകര തനനന കടകകൻ മതര മരനന കണടപടചച,Fake
Fake_912,ടരപണ കടതൽ ശരയനന തനനനന,original
Fake_913,ഒരപണണനഇതപറഞഞതൽൻപരൽകതതകനനതസജൻഅറഞഞലല,original
Fake_914,good,Fake
Fake_915,ചനയട എലല നലപടകള എപപഴ ഇനതയകക എതരയരനന ഇവരട ഉൽപപനനങങള നമമൾ ബധപർവവ ബഹഷകരകകണ,Fake
Fake_916,ഇതനനന കഴപപലല പരവസകൾ നടടൽ വനനൽ ഇരകകണ നണമണട സർകകര നണമലലതത ഭരണകട,original
Fake_917,എനന പനന കറണ കഴഞ യദധവ പരതകഷകകണട,Fake
Fake_918,പണറയ വണട മനഷയർലര കറണ ഇടകക വനനൽ തരവതര നടകകനനത കണടല കടകക പറതത,original
Fake_919,ഡകടർകക കറണ വരതരനന,Fake
Fake_920,നറയ പരനറയ അവനറ മരമകന നശപപകക കരള,original
Fake_921,china product long last അലലഈ മഹമരയ മറടട,Fake
Fake_922,എലല തകർനന അവസനചച ഇനതയ നശചച കരളതതനറ കഴഞഞ എനനകക ആണലല ഇതവര പറഞഞത മൻഡ ചയയതയപപൾ അടതത quotടവസററquotമയ വനനരകകനന,Fake
Fake_923,കരണഭതൻ,original
Fake_924,sirgood sir,Fake
Fake_925,നയതരകകനന രകഷതവ ഉണട അവന അറയ എലല ആരയല ഇതന അവൻ കടകക,Fake
Fake_926,bjp കൺഗരസനറ ഒകക ഊളതതരങങൾ കരണ കമമയണസററകര സപപർടട ചയതരനന ഇപപൾ മനസസലയ എലല കണകക,Fake
Fake_927,nthu jaagrathaa തരവതര ജഗരത aano,original
Fake_928,buthiyillatha kore yennathin boat cheyith vijayicha njmmal aan sherikum pyottan maar,original
Fake_929,സഖതതമര ഇങങന അങങര കളയകകരതയരനന ഒനനമലലങകല പരയമങകല കണകകകകണട,original
Fake_930,evideyaayirunnu quotsom nalshaanquot itrana ent yearli leav naasamaaki naarik,original
Fake_931,kappithaaanund kappithaaan thiruvaathira kali kandaalee appi iduuuukappithaanu vendi njhanghal kappal vare odikkum ella jillakilude,Fake
Fake_932,പവള,original
Fake_933,amaz,original
Fake_934,കമമയണസറ കമഡ വരവണ,Fake
Fake_935,കവഡന മരനന കണടപടചചടടലല എങകല ധരള രഗകൾ പരപകകനന ലകതതല മരണനരകക രഗകളട ശതമനതതന മകളൽ വരമപൾ ഇനതയയൽ മനന ശതമനവ എണണതതൽ രണടമത നൽകകനന തമഴ നടടൽ തഴയമണ,Fake
Fake_936,മസതത ലവനകക പരവസകൾ നടടലകക വരനനത വർഷതതല രണട ഒകക കവഡ ടസററ ചയത റപപർടട നഗററവ ആയൽ പനന കവറനറൻ എനതന തരവതര സപപർ song അതലറ social distanc mask അങങന എലല മനദണഡവ പലചചടടമണട,original
Fake_937,മലയള lunki news,Fake
Fake_938,എനനപറയനനപരപടനടടൽഅനതയഅകരമവകടകതതവഴനന,original
Fake_939,ബസനസ ജകകബ വടകകഞചര പറയനനത ഏതണട ശരയയ വരനന,Fake
Fake_940,kesedukkanam,original
Fake_941,manaaakadi varum,original
Fake_942,പരഹസന അപഹസയ,original
Fake_943,eth eppo athivyshyam ann,Fake
Fake_944,പരകത അചഛന ആരങകല വറസന കണടടടണടശസതര മകരസകപപ ഉപയഗചച എങങന തങകളട തലചചറ കണന സധകകമ അതപല ശസതരജഞരകക കറണ വയറസസനയ സധകക കണനന കരയതത കറചച ശസതരലകതതന ഉറപപലല,Fake
Fake_945,avaru vipatinea nerathea mun kuti kandu precaut href right now they be safe,Fake
Fake_946,veri happi hear thing there be alright,Fake
Fake_947,മണകകർ കണട കണടത ഷജൻ ചടടന സലയടട,Fake
Fake_948,ഞങങളണ ഭരകകനനത ഞങങൾ എനത ചയയ പനനലല,original
Fake_949,than poada uvvv entharinjitan eeechelakkunnadu,Fake
Fake_950,നലലര കലരപതത കനന കലവളചച,original
Fake_951,kooduth vavvaalukal pachakku thinnaan paranjo,original
Fake_952,hiyyoooo,original
Fake_953,സമനബധമളള ഏതര വയകതകക മനസസലക ചയയനനതലല പശചനറ പരവർതതയണനന,Fake
Fake_954,കഷട പണണങങൾകക ഇപപഴ തലകക വളവ വനനടടലല,original
Fake_955,korona ivattakalekk etreyo bhedam,Fake
Fake_956,എനത സനതഷഎതര കടട അവര കണചച ഇവരകണചച സഖപപകകണട കളളതതരതതന പഞഞമലലതതവരണലല ഭരകകനനതഎടതതവർകകലല മതയയ കനനല ഇനയര വകസന ഇലല എനനണ സകലര പറയനനതഇവരലലണട ഇനയമണട ശസതരജഞനമര വവരമളളവര സവനത ശരരതതൽ ചയയണമനന ഞങങളണ തരമനകകനനത,Fake
Fake_957,വർഷ ബഗളൽ സതധ കരളതതൽ ഉളളവന ഇലലതതവന കറചച ഗൾഫകര ഉളളത ഭഗയഇലലങകൽ കണമയരനന അപപ സശയ ചനസ കമമയണസററ പർടട ഉണടകകയത പണറയയണ മഴവൻ ശഭകകനന എനന കണടപപ ചദചചതണ,Fake
Fake_958,മനരമയട ഉളളലരപപ എനതയല വയകത അവരട കറതത മനസസ ചദയതതല,original
Fake_959,pinarayi bhagavan katholane,original
Fake_960,communist support shame myself tell marxist now,Fake
Fake_961,sagav jayarjettanu ethir nadapadi ethinayirunnu adheham ethayalum ethu polyth song onnum undakichitilla kashttam thanni pukazthalil veenupokunna alakarath,original
Fake_962,എലല രജയങങള കമമയണസററ ഗവണമനറന കതതചച കടലൽ ഒഴകക ചനയൽ ജനധപതയ കണടവരണ,Fake
Fake_963,rule parti should role model the sociti follow covid protocol and health minist say honestli ask crowd includ those be particip tvm kozhikkodu meet for quarantin,original
Fake_964,തരവനനതപരതത നററചച കയൽ തനന തരണ മണകൾകക നനദ തരവനനതപര കരൻ എനന പറഞഞരനന ഇപപൾ തലയൽ മണടടട ഒളവലണ,Fake
Fake_965,quotഇനന വറസ ലകമങങ വയപചചട കരണഭത പണറയ വജയനനന സഖവതനനquot,original
Fake_966,പതര കടടയടട വളചച തളയചചടട കരയമലല സജൻ അപപപപൾ കണനനവന അപപചച എനനവളകകനനവൻ അലല എനതങകല കരയ ഉറപപചച പറയൻ തങകൾകക പററമ കറണ എങങടട പകനന എനന തങകൾ തളളനനത ഇവട രഗകൾ പരകനന ചണക തനനനന,Fake
Fake_967,eanthinanu enganeyoru nishkriyamaya aikarashtra sabha,original
Fake_968,not good,Fake
Fake_969,god will give tragedi and peaceless home china,Fake
Fake_970,ഉളപപ ഇലലതതവര കറചച പറഞഞടട വലല കരയവ ഉണട,original
Fake_971,ithu bbcyilum new york timesilum vanno,Fake
Fake_972,നങങൾ പറയനനത ഞങങൾ എങങന വശവസകക എനതറപപണ വകസൻ വകകൻ വണട നണയ ഇവർ പറയ scienc അലല വശവസകകo,Fake
Fake_973,ചകകൻ പകസ ഉളള പകരനന സമയ ഉണട പകര മരനന കടചചല കടചചലലഗല സമധന കടടൻ ഹമയ ആയർവദ എലല പരകഷണ നടതത ഉളളവർകക പടടനന ഓറഞച ഡയല കഴകക പനന സസൺ കണട ഭയപപടണട ആൾകകർ പരയ ഉളളവർ രഗകൾ കടടകൾ മതര അവർകക വററമൻ അടങങയ കടകകണ,Fake
Fake_974,ഒനന പറയനലലപറഞഞടട കരയമലല,Fake
Fake_975,സതയ,Fake
Fake_976,corona gogo,Fake
Fake_977,ഉളപപ എനതണനന ഞമമകകറയല,original
Fake_978,അനന കരയ ഇനതയയൽ നനന കറചച പരഎ ചനയലകക നമമക തനനതപല അവർകക തരചച കടകക നങളട അപപരയ എനത,Fake
Fake_979,ടരപ ഇഷടപടതതവർ ഒനന അടചച,original
Fake_980,ചരചച ഊപപട ഇളക bro,original
Fake_981,ജനങങള പശചതയ ഫർമ കമപനകൾകക കടടകകടകകനന പമപകൾ,Fake
Fake_982,നടകകടട കവഡന നമകക പതര കടടനട കടതതവനനതയളളനമമട ഇതതര വദയകളകകറചച വലയ പടയലലതതത കണടണവദശ മധയമങങൾ വമർശകകനനത,Fake
Fake_983,ഒരൾ കറണയട തടകകതതൽ പതര കടട കറണയ ഇലലതയകൻ ശരമ നടതത വറരൾ ഓമകരണന തരവതര തനനയങ അണകളകണട കളപചച,original
Fake_984,last mess dialogu pwoli,original
Fake_985,good languag lang and comedi present,Fake
Fake_986,chathiyanmaar aan aviduth govern,original
Fake_987,തബലഗ കവഡ പറയമപൾ സജൻ വകരപരമയ സസരകകമപൾ കഭമള മതമയ സസരകനന,Fake
Fake_988,സങക കടടയണ,original
Fake_989,thank god,Fake
Fake_990,പസകക ഉളള വവര ഉണട നറകൾകക ഊകകല ഉപദശവ ഒരപല ചയയനന നറയ ഭരണ ചപയമനറ ഊകകയ മനതര തനനടട എലലനറ ഇടയൽ കറയപപ അമരകകയൽ മറകകൻ പയടടണട അടമകൾ ഇവടട ദവതത സതതചച നടകകനന നണമണട ഇവനകക ഞനര പരവസ എനറ രകഷ രഖപടതതനന,original
Fake_991,such nuisanc,Fake
Fake_992,നലല വഴകടട,original
Fake_993,thiruvathira kali alkuttam alla sir,original
Fake_994,haha aashanu aduppilum thraam,original
Fake_995,viru ella,Fake
Fake_996,മനതര,original
Fake_997,ആദയമയടട ചയയണടത ജർജന ആരഗയ വകപപ മനതര സഥന വകകക ശരമത ടചചർ തരചച വളകകക കലയണതതന പളളകളല മതര പങകടതതൽ മതയനന പറയമപൾ തരവതരകക മതരമനത ഇതരയ ആളകൾകക അനമത കടകകനനത എതരതനന അനഭവ ഉണടയല നമമൾ നനനവല ഇതലല കഴഞഞൽ പറയ പരവസകളണ കറണ കണടവനനത,original
Fake_998,ithoru manushya nirmitha virasaanu krthyamaya plangingod avarathin use cheythu,Fake
Fake_999,didnt have summer kerala thi time becaus havent heard ani one die sun stroke that mean the temperatur be cool palaghat year medium those who from april till date all corona bodi heart attack and other ill death what hear thru onli season nipah flood fever fact healthi dont issu with it panic phobia creat doctor media our chief minist like amp present read out daili static period taught lot lesson should learn but nobodi will chang last itself asham about peopl leav world,Fake
Fake_1000,മനഷയ നർമത തനന പടരൻ കരണ ലകരഗയ സഘടനയട നസസഗത ഒനന കണട മതരചനയ ഉയർതതകണട വനനത അമരകകയണ ussr ദർബലമകകൻ കടതതല തറനന വടട പലയയ അമരകകകക,Fake
Fake_1001,kashttam thann,original
Fake_1002,arkkum thonnunnille orumathiri pottanmaaraan keralam bharikkunnath,original
Fake_1003,എനത മഹമര വനനല ആകമപൾ ആളകൾ അതനറ അതര തനന,Fake
Fake_1004,ima illuminaati അതണ അമരകകയൽ ചകതസയ പയത,Fake
Fake_1005,ivark okey athra athyavishamengil onlineil meet vech paranja pore janangaludey jeevan vechano kalikuney ith keraliyarudey nenjath keri ninulla thiruvathira kalli aay poi enta abhiprayathil ithil pankedutha elaavarkum ethirey case edukanam rule elaarkum ore pole ayirikanam,original
Fake_1006,ivan ithu nale thirichum parayum,original
Fake_1007,oro covid perum paranju janagal patikun kure kalam ayi sadha vayar pani vanal athu corona marunn kamabaikark kodik vangichu undakuva patikuva,Fake
Fake_1008,മഴവന ശഭച ഇലലങകല ഇനതയയൽ ഒനന ശഭചച കണടൽ മതയയരനന,Fake
Fake_1009,അപപ മയഡ quotഉറപപചച,Fake
Fake_1010,the world war and time countri realis china will have kill all peopl that oppos dragon it chines geopolit invas,Fake
Fake_1011,enthuparyan evarekodu ulla gunam kiti eni ellarum muslim ethir mairan mare pidich thallanm vivaram ilath kuttam alla paksh ithu sahikula,Fake
Fake_1012,എനതന ആരഗയ മനതര,original
Fake_1013,ദവസ കഴഞഞൽ എലലവർകക വടടൽ ഇരനന തരവതര കളകക,original
Fake_1014,കറണ കമമകളളട സവഭവ കണട അവടനനനഓട രകഷപടടതണ കണടല ഉതതരകറയ ഇപപൾ വടട കളയണ,Fake
Fake_1015,correct china cheitha weapon spread ing aanu,Fake
Fake_1016,who പറയനനതനസരചച ചകതസയ ലകക മണടതതരങങള നടതത ജനങങള കലലത മററ ചകതസ രതകള പരതരധ മർഗങങള ഉടൻ നടപപൽ വരതതണ അതന മധയമങങൾ മൻക എടകകക അനത ചർചചകക അലപപത ഡകടർ മരയ ima പരതനധകളയ മതര കണടവരത പടടണ കടനന ചവനനവനറ വദന ഉൾകളളനനവരയ ഉൾപപടതതക,Fake
Fake_1017,mask illa aarkum,original
Fake_1018,ഇയള കറണ കടയൽ ഇടമയരനന,original
Fake_1019,kulathrikalkku badilayialavilathik keralum nasippikkan,original
